PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
528106110,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,105,15431,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Excellent,Average,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,400,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,564,1994,GasA,Excellent,Y,SBrkr,2046,0,0,2046,1,0,2,1,2,1,Excellent,7,Typ,2,Good,Attchd,2005.0,Fin,3,878,Typical,Typical,Paved,188,65,0,0,175,0,No_Pool,No_Fence,None,0,8,2007,WD ,Normal,-93.657967,42.061284,450000
528108160,Two_Story_1946_and_Newer,Residential_Low_Density,109,14154,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Good,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350,Good,Typical,PConc,Excellent,Good,No,Unf,7,Unf,0,1063,1063,GasA,Excellent,Y,SBrkr,1071,1101,0,2172,0,0,2,1,3,1,Good,9,Typ,1,Good,Attchd,2006.0,RFn,3,947,Typical,Typical,Paved,192,62,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,New,Partial,-93.654774,42.062259000000005,280000
528110040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,107,13891,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Excellent,Average,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,456,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,740,2552,GasA,Excellent,Y,SBrkr,2552,0,0,2552,1,0,2,0,3,1,Excellent,8,Typ,2,Excellent,Attchd,2007.0,Fin,3,932,Typical,Typical,Paved,130,28,0,0,0,0,No_Pool,No_Fence,None,0,10,2007,New,Partial,-93.6570542,42.0628153,479069
528112150,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,98,11428,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1626,1626,GasA,Excellent,Y,SBrkr,1634,0,0,1634,0,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,2006.0,RFn,3,866,Typical,Typical,Paved,0,44,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.65331,42.061504,250000
528114050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,110,14977,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304,Good,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,626,1976,GasA,Excellent,Y,SBrkr,1976,0,0,1976,1,0,2,0,2,1,Good,7,Typ,1,Excellent,Attchd,2006.0,RFn,3,908,Typical,Typical,Paved,250,63,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,New,Partial,-93.657524,42.061131,440000
528118040,Two_Story_1946_and_Newer,Residential_Low_Density,118,13654,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Excellent,Average,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,365,Good,Typical,PConc,Excellent,Typical,Gd,Unf,7,Unf,0,1704,1704,GasA,Excellent,Y,SBrkr,1722,1036,0,2758,0,0,2,1,4,1,Excellent,9,Typ,1,Excellent,BuiltIn,2005.0,Fin,3,814,Typical,Typical,Paved,282,55,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.657211,42.06027,418000
528118050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,59,17169,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,CulDSac,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Excellent,Average,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,970,Excellent,Typical,PConc,Excellent,Typical,Av,GLQ,3,Unf,0,636,2320,GasA,Excellent,Y,SBrkr,2290,0,0,2290,2,0,2,1,2,1,Excellent,7,Typ,1,Good,Attchd,2007.0,Fin,3,1174,Typical,Typical,Paved,192,30,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,New,Partial,-93.657235,42.060269,500067
528120010,Two_Story_1946_and_Newer,Residential_Low_Density,134,16659,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1582,1582,GasA,Excellent,Y,SBrkr,1582,570,0,2152,0,0,2,1,3,1,Good,7,Typ,1,Good,Detchd,2007.0,Unf,2,728,Typical,Typical,Paved,0,368,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,New,Partial,-93.6554248,42.061133,260116
528120150,Two_Story_1946_and_Newer,Residential_Low_Density,76,9591,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344,Good,Typical,PConc,Excellent,Typical,Av,Unf,7,Unf,0,1143,1143,GasA,Excellent,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,Good,9,Typ,1,Good,BuiltIn,2004.0,RFn,3,852,Typical,Typical,Paved,192,151,0,0,0,0,No_Pool,No_Fence,None,0,10,2007,WD ,Normal,-93.654689,42.060576,317000
528142050,Two_Story_1946_and_Newer,Residential_Low_Density,82,9709,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,120,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,140,918,GasA,Excellent,Y,SBrkr,958,1142,0,2100,1,0,2,1,3,1,Excellent,8,Typ,2,Good,BuiltIn,2007.0,Fin,3,786,Typical,Typical,Paved,172,104,0,0,0,0,No_Pool,No_Fence,None,0,9,2007,New,Partial,-93.654617,42.060427000000004,319500
528150040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,94,13615,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Corner,Mod,Northridge_Heights,Norm,Norm,OneFam,One_Story,Excellent,Average,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510,Excellent,Typical,PConc,Excellent,Typical,Gd,Unf,7,Unf,0,1802,1802,GasA,Excellent,Y,SBrkr,1802,0,0,1802,0,0,2,1,3,1,Excellent,7,Typ,1,Good,Attchd,2006.0,Fin,3,843,Typical,Typical,Paved,158,105,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.657492,42.06113,372000
528150120,Two_Story_1946_and_Newer,Residential_Low_Density,99,12099,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388,Good,Typical,PConc,Excellent,Typical,Av,GLQ,3,Unf,0,166,1136,GasA,Excellent,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,Good,10,Typ,1,Good,BuiltIn,2004.0,Fin,3,872,Typical,Typical,Paved,184,154,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.65653890000002,42.059677,354000
528168040,Two_Story_1946_and_Newer,Residential_Low_Density,93,11999,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1181,1181,GasA,Excellent,Y,SBrkr,1234,1140,0,2374,0,0,2,1,4,1,Excellent,10,Typ,1,Good,BuiltIn,2003.0,Fin,3,656,Typical,Typical,Paved,104,100,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.6545189,42.058619,285000
528172030,Two_Story_1946_and_Newer,Residential_Low_Density,0,12568,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,246,Good,Typical,PConc,Excellent,Typical,Av,GLQ,3,Unf,0,226,895,GasA,Excellent,Y,SBrkr,895,923,0,1818,1,0,2,1,3,1,Excellent,8,Typ,1,Good,Attchd,2007.0,Fin,3,774,Typical,Typical,Paved,196,104,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,New,Partial,-93.65059699999999,42.059211,281500
528172050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,9926,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Good,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,Good,Typical,PConc,Good,Typical,Mn,GLQ,3,Unf,0,436,1614,GasA,Excellent,Y,SBrkr,1614,0,0,1614,1,0,2,0,3,1,Good,7,Typ,0,No_Fireplace,Attchd,2005.0,RFn,3,878,Typical,Typical,Paved,100,38,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.650499,42.059202,245700
528172070,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,71,9254,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Good,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,1602,1721,GasA,Excellent,Y,SBrkr,1721,0,0,1721,1,0,2,0,3,1,Good,7,Typ,0,No_Fireplace,Attchd,2005.0,RFn,2,554,Typical,Typical,Paved,168,27,0,0,0,0,No_Pool,No_Fence,None,0,1,2007,WD ,Normal,-93.65045,42.059197,232698
528172075,Two_Story_1946_and_Newer,Residential_Low_Density,92,10732,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1298,1298,GasA,Excellent,Y,SBrkr,1298,530,0,1828,0,0,2,1,3,1,Good,7,Typ,0,No_Fireplace,BuiltIn,2006.0,RFn,3,876,Typical,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,2,2007,New,Partial,-93.650406,42.059194,250000
528174010,One_Story_PUD_1946_and_Newer,Residential_Low_Density,61,7577,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Above_Average,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256,Good,Typical,PConc,Good,Typical,Av,ALQ,1,Unf,0,1342,1362,GasA,Excellent,Y,SBrkr,1362,0,0,1362,0,0,2,0,2,1,Good,6,Typ,1,Good,Attchd,2005.0,RFn,2,460,Typical,Typical,Paved,192,28,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.649838,42.059175,194700
528174020,One_Story_PUD_1946_and_Newer,Residential_Low_Density,34,3901,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,Twnhs,One_Story,Above_Average,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182,Good,Typical,PConc,Good,Typical,Av,ALQ,1,Unf,0,436,1302,GasA,Excellent,Y,SBrkr,1302,0,0,1302,1,0,1,1,1,1,Good,5,Typ,1,Good,Attchd,2005.0,RFn,2,631,Typical,Typical,Paved,110,50,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,New,Partial,-93.649828,42.059175,204000
528174030,One_Story_PUD_1946_and_Newer,Residential_Low_Density,34,3903,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,Twnhs,One_Story,Above_Average,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182,Good,Typical,PConc,Good,Typical,Av,ALQ,1,Unf,0,272,1302,GasA,Excellent,Y,SBrkr,1302,0,0,1302,1,0,1,1,1,1,Good,5,Typ,1,Good,Attchd,2005.0,RFn,2,631,Typical,Typical,Paved,110,50,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.649808,42.059176,200000
528174040,One_Story_PUD_1946_and_Newer,Residential_Low_Density,41,6289,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Above_Average,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256,Good,Typical,PConc,Good,Typical,Av,ALQ,1,Unf,0,600,1362,GasA,Excellent,Y,SBrkr,1362,0,0,1362,1,0,2,0,2,1,Good,6,Typ,1,Good,Attchd,2005.0,RFn,2,460,Typical,Typical,Paved,192,28,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.649798,42.059176,207000
528181060,One_Story_PUD_1946_and_Newer,Residential_Low_Density,34,4590,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,Twnhs,One_Story,Very_Good,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108,Good,Typical,PConc,Good,Good,Mn,GLQ,3,Unf,0,1530,1554,GasA,Excellent,Y,SBrkr,1554,0,0,1554,0,0,2,0,2,1,Good,6,Typ,1,Good,Attchd,2006.0,RFn,2,627,Typical,Typical,Paved,156,73,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD ,Normal,-93.649397,42.05826,209500
528181080,One_Story_PUD_1946_and_Newer,Residential_Low_Density,44,6442,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178,Good,Typical,PConc,Good,Good,Mn,GLQ,3,Unf,0,1346,1370,GasA,Excellent,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,Good,6,Typ,1,Good,Attchd,2006.0,RFn,2,484,Typical,Typical,Paved,120,49,0,0,0,0,No_Pool,No_Fence,None,0,10,2007,WD ,Normal,-93.649291,42.058284,202500
528186090,One_Story_PUD_1946_and_Newer,Residential_Low_Density,60,7313,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Excellent,Average,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246,Excellent,Typical,PConc,Excellent,Typical,No,GLQ,3,Unf,0,408,1561,GasA,Excellent,Y,SBrkr,1561,0,0,1561,1,0,2,0,2,1,Excellent,6,Typ,1,Good,Attchd,2005.0,Fin,2,556,Typical,Typical,Paved,203,47,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD ,Normal,-93.652565,42.057124,277500
528186190,One_Story_PUD_1946_and_Newer,Residential_Low_Density,48,6240,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,1300,1324,GasA,Excellent,Y,SBrkr,1324,0,0,1324,0,0,2,0,2,1,Good,6,Typ,1,Good,Attchd,2006.0,Fin,2,550,Typical,Typical,Paved,0,38,0,0,0,0,No_Pool,No_Fence,None,0,9,2007,New,Partial,-93.6514105,42.056852899999996,221370
528218020,Two_Story_1946_and_Newer,Residential_Low_Density,65,10237,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,OneFam,Two_Story,Above_Average,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,768,768,GasA,Excellent,Y,SBrkr,768,768,0,1536,0,0,2,1,3,1,Good,6,Typ,1,Good,Attchd,2005.0,Fin,2,400,Typical,Typical,Paved,100,38,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.646429,42.063381,176000
528218050,Two_Story_1946_and_Newer,Residential_Low_Density,65,10237,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,OneFam,Two_Story,Above_Average,Average,2005,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,783,783,GasA,Excellent,Y,SBrkr,783,701,0,1484,0,0,2,1,3,1,Good,8,Typ,1,Good,Attchd,2005.0,Fin,2,393,Typical,Typical,Paved,0,72,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,New,Partial,-93.645875,42.062483,178900
528221030,Two_Story_1946_and_Newer,Residential_Low_Density,62,8857,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,738,738,GasA,Excellent,Y,SBrkr,738,757,0,1495,0,0,2,1,3,1,Good,7,Typ,1,Good,Attchd,2006.0,RFn,2,440,Typical,Typical,Paved,100,30,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,New,Partial,-93.644788,42.0626729,171925
528221040,Two_Story_1946_and_Newer,Residential_Low_Density,63,9729,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,698,698,GasA,Excellent,Y,SBrkr,698,1048,0,1746,1,0,2,1,3,1,Good,6,Typ,1,Good,BuiltIn,2007.0,Unf,3,350,Typical,Typical,Paved,0,34,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,New,Partial,-93.64441500000001,42.06208,198444
528221050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,88,12216,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,One_Story,Above_Average,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,408,1326,GasA,Excellent,Y,SBrkr,1326,0,0,1326,1,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,2005.0,Fin,2,388,Typical,Typical,Paved,120,23,0,0,0,0,No_Pool,No_Fence,Shed,2000,6,2007,WD ,Normal,-93.6443,42.062067,203000
528221090,Two_Story_1946_and_Newer,Residential_Low_Density,65,9018,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Good,Average,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,Av,Unf,7,Unf,0,728,728,GasA,Excellent,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Good,8,Typ,1,Good,Attchd,2007.0,Fin,2,400,Typical,Typical,Paved,100,24,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,New,Partial,-93.645732,42.062533,179540
528222040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,8899,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,One_Story,Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,1316,1340,GasA,Excellent,Y,SBrkr,1340,0,0,1340,0,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,2007.0,Fin,2,396,Typical,Typical,Paved,100,30,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,New,Partial,-93.644376,42.062931,181134
528222050,Two_Story_1946_and_Newer,Residential_Low_Density,73,8499,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,616,616,GasA,Excellent,Y,SBrkr,616,796,0,1412,0,0,2,1,3,1,Good,6,Typ,1,Good,BuiltIn,2007.0,Fin,2,432,Typical,Typical,Paved,0,36,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,New,Partial,-93.644375,42.062974,156932
528222060,Two_Story_1946_and_Newer,Residential_Low_Density,72,8229,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,22,Good,Typical,PConc,Good,Typical,Av,Unf,7,Unf,0,752,752,GasA,Excellent,Y,SBrkr,752,752,0,1504,0,0,2,1,3,1,Good,6,Typ,0,No_Fireplace,Attchd,2007.0,Fin,2,440,Typical,Typical,Paved,100,32,0,0,0,0,No_Pool,No_Fence,None,0,12,2007,New,Partial,-93.644374,42.063019,166000
528222080,Two_Story_1946_and_Newer,Residential_Low_Density,64,7713,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,16,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,728,728,GasA,Excellent,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Good,7,Typ,0,No_Fireplace,Attchd,2007.0,Fin,2,400,Typical,Typical,Paved,100,24,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,New,Partial,-93.644447,42.063106,177594
528222090,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,64,7697,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,One_Story,Good,Above_Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1246,1246,GasA,Excellent,Y,SBrkr,1258,0,0,1258,0,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,2007.0,RFn,2,462,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,New,Partial,-93.644366,42.063342,173500
528228275,One_Story_PUD_1946_and_Newer,Residential_Low_Density,53,3922,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Bloomington_Heights,Norm,Norm,TwnhsE,One_Story,Good,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72,Good,Typical,PConc,Excellent,Typical,Av,Unf,7,Unf,0,1258,1258,GasA,Excellent,Y,SBrkr,1402,0,0,1402,0,2,0,2,2,1,Good,7,Typ,1,Good,Attchd,2006.0,Fin,3,648,Typical,Typical,Paved,120,16,0,0,0,0,No_Pool,No_Fence,None,0,2,2007,New,Partial,-93.641716,42.062581,194201
528228375,One_Story_PUD_1946_and_Newer,Residential_Low_Density,0,3621,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Bloomington_Heights,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72,Good,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,322,1406,GasA,Excellent,Y,SBrkr,1589,0,0,1589,1,0,2,0,2,1,Good,7,Typ,1,Typical,Attchd,2003.0,Fin,3,630,Typical,Typical,Paved,143,20,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Normal,-93.640513,42.062946000000004,226500
528228555,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,53,3710,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Bloomington_Heights,Norm,Norm,OneFam,One_Story,Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Good,Typical,PConc,Good,Typical,Av,Unf,7,Unf,0,1266,1266,GasA,Excellent,Y,SBrkr,1266,0,0,1266,0,0,2,0,2,1,Good,6,Typ,1,Good,Attchd,2007.0,Fin,2,388,Typical,Typical,Paved,100,16,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,New,Partial,-93.642177,42.063301,185485
528231010,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,182,14572,Pave,No_Alley_Access,Irregular,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,One_Story,Good,Average,2004,2004,Hip,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,230,1530,GasA,Excellent,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,2004.0,Fin,3,630,Typical,Typical,Paved,144,36,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Family,-93.644256,42.061713,259000
528235160,Two_Story_1946_and_Newer,Residential_Low_Density,59,11796,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Good,Average,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,Av,Unf,7,Unf,0,847,847,GasA,Excellent,Y,SBrkr,847,1112,0,1959,0,0,2,1,4,1,Good,8,Typ,1,Good,BuiltIn,2004.0,Fin,2,434,Typical,Typical,Paved,100,48,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.643961,42.061541,215000
